32	10	69696.2
33	0	1.20904e-11
33	1	1.20904e-11
33	2	1.20904e-11
33	3	1.20904e-11
33	4	1.20904e-11
33	5	3.34148
33	6	2.03891e+06
33	7	5.71857e+07
33	8	2.67148e+07
33	9	2.71486e+06
33	10	54713.2
34	0	1.20904e-11
34	1	1.20904e-11
34	2	1.20904e-11
34	3	1.20904e-11
34	4	1.20904e-11
34	5	14.662
34	6	3.95353e+06
34	7	6.16524e+07
34	8	2.54554e+07
34	9	2.12238e+06
34	10	42979.5
35	0	1.20904e-11
35	1	1.20904e-11
35	2	1.20904e-11
35	3	1.20904e-11
35	4	1.20904e-11
35	5	60.2369
35	6	7.18431e+06
35	7	6.33558e+07
35	8	2.46633e+07
35	9	1.66042e+06
35	10	34882.5
36	0	1.20904e-11
36	1	1.20904e-11
36	2	1.20904e-11
36	3	1.20904e-11
36	4	1.20904e-11
36	5	197.968
36	6	7.19907e+06
36	7	6.45182e+07
36	8	2.45402e+07
36	9	1.50958e+06
36	10	36840.4
37	0	1.20904e-11
37	1	1.20904e-11
37	2	1.20904e-11
37	3	1.20904e-11
37	4	6.05552e-11
37	5	835.074
37	6	1.95686e+07
37	7	5.94509e+07
37	8	2.30635e+07
37	9	1.06503e+06
37	10	31457.1
38	0	1.20904e-11
38	1	1.20904e-11
38	2	1.20904e-11
38	3	1.20904e-11
38	4	6.05552e-11
38	5	2619.83
38	6	1.9646e+07
38	7	6.17902e+07
38	8	2.33535e+07
38	9	963120
38	10	36260.2
39	0	1.20904e-11
39	1	1.20904e-11
39	2	1.20904e-11
39	3	1.20904e-11
39	4	1.24755e-08
39	5	8914.83
39	6	4.14364e+07
39	7	5.08185e+07
39	8	1.98596e+07
39	9	858999
39	10	42577.1
40	0	1.20904e-11
40	1	1.20904e-11
40	2	1.20904e-11
40	3	1.20904e-11
40	4	1.24756e-08
40	5	25553.2
40	6	4.17661e+07
40	7	5.38657e+07
40	8	2.0315e+07
40	9	801202
40	10	50974.7
41	0	1.20904e-11
41	1	1.20904e-11
41	2	1.20904e-11
41	3	1.20904e-11
41	4	1.17399e-06
41	5	73399.9
41	6	6.88395e+07
41	7	4.35991e+07
41	8	1.50018e+07
41	9	1.00776e+06
41	10	64262.5
42	0	1.20904e-11
42	1	1.20904e-11
42	2	1.20904e-11
42	3	1.20904e-11
42	4	3.17384e-06
42	5	188578
42	6	6.99592e+07
42	7	4.58502e+07
42	8	1.51455e+07
42	9	1.01623e+06
42	10	74699.8
43	0	1.20904e-11
43	1	1.20904e-11
43	2	1.20904e-11
43	3	1.20904e-11
43	4	2.85104e-05
43	5	463110
43	6	8.32363e+07
43	7	4.29311e+07
43	8	1.22495e+07
43	9	1.21626e+06
43	10	88760.3
44	0	1.20904e-11
44	1	1.20904e-11
44	2	1.20904e-11
44	3	1.20904e-11
44	4	0.000198283
44	5	1.06479e+06
44	6	9.4009e+07
44	7	4.13669e+07
44	8	9.48607e+06
44	9	1.40797e+06
44	10	101713
45	0	1.20904e-11
45	1	1.20904e-11
45	2	1.20904e-11
45	3	1.20904e-11
45	4	0.00120123
45	5	2.29406e+06
45	6	1.01195e+08
45	7	4.19425e+07
45	8	7.0519e+06
45	9	1.52959e+06
45	10	117056
46	0	1.20904e-11
46	1	1.20904e-11
46	2	1.20904e-11
46	3	1.20904e-11
46	4	0.00661299
46	5	4.635e+06
46	6	1.04329e+08
46	7	4.58586e+07
46	8	5.05635e+06
46	9	1.54301e+06
46	10	131311
47	0	1.20904e-11
47	1	1.20904e-11
47	2	1.20904e-11
47	3	1.20904e-11
47	4	0.0337594
47	5	8.78814e+06
47	6	1.03628e+08
47	7	5.47202e+07
47	8	3.52137e+06
47	9	1.44513e+06
47	10	152034
48	0	1.20904e-11
48	1	1.20904e-11
48	2	1.20904e-11
48	3	1.20904e-11
48	4	0.161302
48	5	1.56469e+07
48	6	9.98898e+07
48	7	7.02913e+07
48	8	2.40319e+06
48	9	1.26024e+06
48	10	174208
49	0	1.20904e-11
49	1	1.20904e-11
49	2	1.20904e-11
49	3	1.20904e-11
49	4	0.724277
49	5	2.61765e+07
49	6	9.43404e+07
49	7	9.38872e+07
49	8	1.62292e+06
49	9	1.02594e+06
49	10	211611
50	0	1.20904e-11
50	1	1.20904e-11
50	2	1.20904e-11
50	3	1.20904e-11
50	4	3.06231
50	5	4.11743e+07
50	6	8.85528e+07
50	7	1.2544e+08
50	8	1.09412e+06
50	9	781377
50	10	252415
51	0	1.20904e-11
51	1	1.20904e-11
51	2	1.20904e-11
51	3	1.20904e-11
51	4	12.2062
51	5	6.09347e+07
51	6	8.44597e+07
51	7	1.62726e+08
51	8	740913
51	9	559028
51	10	317931
52	0	1.20904e-11
52	1	1.20904e-11
52	2	1.20904e-11
52	3	1.20904e-11
52	4	45.9043
52	5	8.49088e+07
52	6	8.43781e+07
52	7	2.01467e+08
52	8	505359
52	9	380206
52	10	379953
53	0	1.20904e-11
53	1	1.20904e-11
53	2	1.20904e-11
53	3	1.20904e-11
53	4	162.991
53	5	1.11497e+08
53	6	9.09034e+07
53	7	2.36373e+08
53	8	347405
53	9	254689
53	10	465073
54	0	1.20904e-11
54	1	1.20904e-11
54	2	1.20904e-11
54	3	2.75499e-11
54	4	546.871
54	5	1.38114e+08
54	6	1.06595e+08
54	7	2.62481e+08
54	8	241318
54	9	183598
54	10	527817
55	0	1.20904e-11
55	1	1.20904e-11
55	2	1.20904e-11
55	3	4.53521e-10
55	4	1736.56
55	5	1.61583e+08
55	6	1.33413e+08
55	7	2.76129e+08
55	8	171822
55	9	163458
55	10	591569
56	0	1.20904e-11
56	1	1.20904e-11
56	2	1.20904e-11
56	3	6.11195e-09
56	4	5234.74
56	5	1.78797e+08
56	6	1.71818e+08
56	7	2.75466e+08
56	8	131527
56	9	189472
56	10	616555
57	0	1.20904e-11
57	1	1.20904e-11
57	2	1.20904e-11
57	3	6.85782e-08
57	4	15048.1
57	5	1.87454e+08
57	6	2.14024e+08
57	7	2.56818e+08
57	8	120183
57	9	254734
57	10	617457
58	0	1.20904e-11
58	1	1.20904e-11
58	2	1.20904e-11
58	3	6.53778e-07
58	4	39962
58	5	1.86614e+08
58	6	2.59296e+08
58	7	2.2895e+08
58	8	145299
58	9	352860
58	10	581246
59	0	1.20904e-11
59	1	1.20904e-11
59	2	1.20904e-11
59	3	1.45367e-06
59	4	49308.4
59	5	1.86607e+08
59	6	2.74799e+08
59	7	2.3253e+08
59	8	184286
59	9	374059
59	10	549207
60	0	1.20904e-11
60	1	1.20904e-11
60	2	1.20904e-11
60	3	4.00189e-05
60	4	240767
60	5	1.6014e+08
60	6	3.34193e+08
60	7	1.60288e+08
60	8	381395
60	9	603331
60	10	438120
61	0	1.20904e-11
61	1	1.20904e-11
61	2	1.20904e-11
61	3	0.000118845
61	4	366815
61	5	1.59954e+08
61	6	3.41017e+08
61	7	1.56867e+08
61	8	599313
61	9	644071
61	10	392430
62	0	1.20904e-11
62	1	1.20904e-11
62	2	1.20904e-11
62	3	0.00167794
62	4	1.18165e+06
62	5	1.16479e+08
62	6	3.52865e+08
62	7	9.64323e+07
62	8	1.07936e+06
62	9	818505
62	10	263662
63	0	1.20904e-11
63	1	1.20904e-11
63	2	1.20904e-11
63	3	0.00536903
63	4	1.97921e+06
63	5	1.15592e+08
63	6	3.32113e+08
63	7	8.7574e+07
63	8	1.65948e+06
63	9	829048
63	10	225029
64	0	1.20904e-11
64	1	1.20904e-11
64	2	1.20904e-11
64	3	0.0541231
64	4	4.77812e+06
64	5	7.55167e+07
64	6	3.06481e+08
64	7	5.14614e+07
64	8	2.46196e+06
64	9	876047
64	10	127233
65	0	1.20904e-11
65	1	1.20904e-11
65	2	1.20904e-11
65	3	0.181496
65	4	7.74125e+06
65	5	7.37164e+07
65	6	2.63996e+08
65	7	4.23828e+07
65	8	3.37318e+06
65	9	813131
65	10	104242
66	0	1.20904e-11
66	1	1.20904e-11
66	2	1.20904e-11
66	3	1.39588
66	4	1.62059e+07
66	5	4.86859e+07
66	6	2.31567e+08
66	7	2.54951e+07
66	8	4.33164e+06
66	9	750103
66	10	50787.1
67	0	1.20904e-11
67	1	1.20904e-11
67	2	1.20904e-11
67	3	4.78885
67	4	2.37588e+07
67	5	4.67307e+07
67	6	1.92842e+08
67	7	1.91949e+07
67	8	5.20179e+06
67	9	633944
67	10	40671.4
68	0	1.20904e-11
68	1	1.20904e-11
68	2	1.20904e-11
68	3	28.858
68	4	4.70621e+07
68	5	4.23474e+07
68	6	1.8624e+08
68	7	1.22964e+07
68	8	5.84434e+06
68	9	525090
68	10	18760.6
69	0	1.20904e-11
69	1	1.20904e-11
69	2	1.20904e-11
69	3	98.402
69	4	6.16827e+07
69	5	4.10777e+07
69	6	1.82005e+08
69	7	8.76178e+06
69	8	6.14738e+06
69	9	407265
69	10	15135.2
70	0	1.20904e-11
70	1	1.20904e-11
70	2	1.20904e-11
70	3	475.608
70	4	1.18689e+08
70	5	6.9531e+07
70	6	2.25406e+08
70	7	5.93132e+06
70	8	6.05521e+06
70	9	309571
70	10	7971.41
71	0	1.20904e-11
71	1	1.20904e-11
71	2	1.20904e-11
71	3	1564.54
71	4	1.41651e+08
71	5	6.93403e+07
71	6	2.80655e+08
71	7	4.12757e+06
71	8	5.59043e+06
71	9	223807
71	10	6500.55
72	0	1.20904e-11
72	1	1.20904e-11
72	2	1.20904e-11
72	3	5658.81
72	4	2.06341e+08
72	5	1.04223e+08
72	6	3.77749e+08
72	7	2.85162e+06
72	8	4.84252e+06
72	9	158518
72	10	4587.26
73	0	1.20904e-11
73	1	1.20904e-11
73	2	3.39359e-11
73	3	19174.1
73	4	2.92816e+08
73	5	1.5859e+08
73	6	5.03414e+08
73	7	1.97109e+06
73	8	3.94232e+06
73	9	109712
73	10	3323.51
74	0	1.20904e-11
74	1	1.20904e-11
74	2	3.45013e-10
74	3	60867.3
74	4	4.03675e+08
74	5	2.35439e+08
74	6	6.49185e+08
74	7	1.36068e+06
74	8	3.02605e+06
74	9	74596.8
74	10	2415.84
75	0	1.20904e-11
75	1	1.20904e-11
75	2	3.11287e-09
75	3	181068
75	4	5.37563e+08
75	5	3.33918e+08
75	6	7.97045e+08
75	7	937877
75	8	2.20399e+06
75	9	50073.8
75	10	1732.14
76	0	1.20904e-11
76	1	1.20904e-11
76	2	2.52715e-08
76	3	504952
76	4	6.86464e+08
76	5	4.46369e+08
76	6	9.3376e+08
76	7	644899
76	8	1.54819e+06
76	9	33327.3
76	10	1213.14
77	0	1.20904e-11
77	1	1.20904e-11
77	2	1.87127e-07
77	3	1.32071e+06
77	4	8.35475e+08
77	5	5.58312e+08
77	6	1.04232e+09
77	7	442680
77	8	1.09156e+06
77	9	22076.9
77	10	826.214
78	0	1.20904e-11
78	1	1.20904e-11
78	2	1.27991e-06
78	3	3.24135e+06
78	4	9.66642e+08
78	5	6.52275e+08
78	6	1.1088e+09
78	7	303649
78	8	838867
78	9	14612.2
78	10	546.294
79	0	1.20904e-11
79	1	1.20904e-11
79	2	8.17631e-06
79	3	7.46847e+06
79	4	1.06497e+09
79	5	7.14097e+08
79	6	1.12514e+09
79	7	208456
79	8	779601
79	9	9722.63
79	10	350.532
80	0	1.20904e-11
80	1	1.20904e-11
80	2	4.92105e-05
80	3	1.61638e+07
80	4	1.1228e+09
80	5	7.37573e+08
80	6	1.09061e+09
80	7	143554
80	8	896203
80	9	6591.56
80	10	218.237
81	0	1.20904e-11
81	1	1.20904e-11
81	2	0.000281939
81	3	3.28777e+07
81	4	1.14059e+09
81	5	7.25876e+08
81	6	1.01145e+09
81	7	99523.3
81	8	1.16569e+06
81	9	4700.68
81	10	131.818
82	0	1.20904e-11
82	1	1.20904e-11
82	2	0.00153467
82	3	6.28917e+07
82	4	1.12481e+09
82	5	6.90285e+08
82	6	8.99131e+08
82	7	69798.1
82	8	1.55592e+06
82	9	3747.6
82	10	77.2916
83	0	1.20904e-11
83	1	1.20904e-11
83	2	0.00791452
83	3	1.13015e+08
83	4	1.07948e+09
83	5	6.42517e+08
83	6	7.67709e+08
83	7	49635.1
83	8	2.02119e+06
83	9	3580.9
83	10	44.1743
84	0	1.20904e-11
84	1	1.20904e-11
84	2	0.00842304
84	3	1.14079e+08
84	4	1.1298e+09
84	5	6.94198e+08
84	6	7.72729e+08
84	7	50325.7
84	8	2.51223e+06
84	9	4600.52
84	10	44.3934
85	0	1.20904e-11
85	1	1.20904e-11
85	2	0.181931
85	3	3.04459e+08
85	4	9.59656e+08
85	5	6.1716e+08
85	6	5.00934e+08
85	7	27263.1
85	8	2.92923e+06
85	9	5479.84
85	10	14.4432
86	0	1.20904e-11
86	1	1.20904e-11
86	2	0.20563
86	3	3.13842e+08
86	4	9.90539e+08
86	5	7.44762e+08
86	6	4.76931e+08
86	7	27657.5
86	8	3.24342e+06
86	9	7660.24
86	10	14.8691
87	0	1.20904e-11
87	1	1.20904e-11
87	2	3.4493
87	3	6.46868e+08
87	4	8.28304e+08
87	5	7.96049e+08
87	6	2.8819e+08
87	7	17305.3
87	8	3.38734e+06
87	9	10118.5
87	10	7.38538
88	0	1.20904e-11
88	1	1.20904e-11
88	2	4.14812
88	3	6.83006e+08
88	4	8.2121e+08
88	5	1.01524e+09
88	6	2.53621e+08
88	7	17124.8
88	8	3.35465e+06
88	9	13143.2
88	10	8.20381
89	0	1.20904e-11
89	1	1.20904e-11
89	2	53.9814
89	3	1.0938e+09
89	4	6.87645e+08
89	5	1.20351e+09
89	6	1.5136e+08
89	7	12473.9
89	8	3.15099e+06
89	9	16094.7
89	10	9.08425
90	0	1.20904e-11
90	1	1.20904e-11
90	2	69.8676
90	3	1.15354e+09
90	4	6.50776e+08
90	5	1.46616e+09
90	6	1.22564e+08
90	7	11995.4
90	8	2.81862e+06
90	9	18710.7
90	10	10.6377
91	0	1.20904e-11
91	1	1.20904e-11
91	2	698.642
91	3	1.50072e+09
91	4	5.37986e+08
91	5	1.68773e+09
91	6	7.55118e+07
91	7	9954.13
91	8	2.40739e+06
91	9	20541.6
91	10	16.0801
92	0	1.20904e-11
92	1	1.20904e-11
92	2	987.637
92	3	1.53293e+09
92	4	4.93229e+08
92	5	1.87965e+09
92	6	5.71597e+07
92	7	10026.8
92	8	1.97123e+06
92	9	21327.7
92	10	19.0174
93	0	1.20904e-11
93	1	1.20904e-11
93	2	7506.71
93	3	1.74817e+09
93	4	3.88988e+08
93	5	1.98973e+09
93	6	3.69713e+07
93	7	10321.1
93	8	1.55369e+06
93	9	20970.1
93	10	30.0666
94	0	1.20904e-11
94	1	1.20904e-11
94	2	11724.6
94	3	1.74382e+09
94	4	3.49142e+08
94	5	2.00928e+09
94	6	2.68223e+07
94	7	13278
94	8	1.18379e+06
94	9	19570.8
94	10	35.6453
95	0	1.20904e-11
95	1	4.19246e-11
95	2	67321.5
95	3	1.89745e+09
95	4	2.5673e+08
95	5	1.93588e+09
95	6	1.81233e+07
95	7	19663.4
95	8	876475
95	9	17369.3
95	10	56.7986
96	0	1.20904e-11
96	1	1.7662e-10
96	2	116168
96	3	1.94837e+09
96	4	2.25407e+08
96	5	1.7804e+09
96	6	1.29172e+07
96	7	32951.6
96	8	633410
96	9	14726.5
96	10	67.5569
97	0	1.20904e-11
97	1	1.89917e-09
97	2	340418
97	3	2.12054e+09
97	4	1.71962e+08
97	5	1.56926e+09
97	6	9.11726e+06
97	7	58130.2
97	8	449778
97	9	11954
97	10	92.7914
98	0	1.20904e-11
98	1	1.7826e-08
98	2	949060
98	3	2.3573e+09
98	4	1.29772e+08
98	5	1.32947e+09
98	6	6.59296e+06
98	7	103728
98	8	316112
98	9	9341.03
98	10	129.447
99	0	1.20904e-11
99	1	1.47738e-07
99	2	2.5151e+06
99	3	2.64849e+09
99	4	9.24354e+07
99	5	1.08714e+09
99	6	4.93727e+06
99	7	182444
99	8	222229
99	9	7060.42
99	10	178.86
100	0	1.20904e-11
100	1	1.09432e-06
100	2	6.33853e+06
100	3	2.96062e+09
100	4	6.58018e+07
100	5	8.62476e+08
100	6	3.93542e+06
100	7	313775
100	8	158819
100	9	5214.67
100	10	249.426
101	0	1.20904e-11
101	1	7.33579e-06
101	2	1.49934e+07
101	3	3.24034e+09
101	4	4.37952e+07
101	5	6.678e+08
101	6	3.38692e+06
101	7	524224
101	8	118174
101	9	3800.98
101	10	343.922
102	0	1.20904e-11
102	1	4.5059e-05
102	2	3.35712e+07
102	3	3.44071e+09
102	4	3.01063e+07
102	5	5.08576e+08
102	6	3.21334e+06
102	7	850878
102	8	94423.7
102	9	2813.26
102	10	472.399
103	0	1.20904e-11
103	1	0.000256516
103	2	7.11192e+07
103	3	3.52148e+09
103	4	2.00152e+07
103	5	3.84687e+08
103	6	3.35537e+06
103	7	1.3388e+06
103	8	83231.2
103	9	2166.55
103	10	637.797
104	0	1.20904e-11
104	1	0.00136678
104	2	1.42528e+08
104	3	3.46246e+09
104	4	1.56721e+07
104	5	2.92999e+08
104	6	3.81024e+06
104	7	2.0448e+06
104	8	81580.5
104	9	1855.62
104	10	846.118
105	0	1.20904e-11
105	1	0.00686877
105	2	2.70238e+08
105	3	3.26881e+09
105	4	1.46249e+07
105	5	2.29277e+08
105	6	4.59909e+06
105	7	3.02854e+06
105	8	87274.8
105	9	1777.44
105	10	1093.11
106	0	1.20904e-11
106	1	0.0327801
106	2	4.84877e+08
106	3	2.96663e+09
106	4	1.86326e+07
106	5	1.89875e+08
106	6	5.76995e+06
106	7	4.35699e+06
106	8	98852.6
106	9	1999.49
106	10	1373.11
107	0	1.20904e-11
107	1	0.14886
107	2	8.23551e+08
107	3	2.59509e+09
107	4	2.7981e+07
107	5	1.72455e+08
107	6	7.38137e+06
107	7	6.08628e+06
107	8	115061
107	9	2405.92
107	10	1665.67
108	0	1.20904e-11
108	1	0.643957
108	2	1.31854e+09
108	3	2.19507e+09
108	4	4.54885e+07
108	5	1.76592e+08
108	6	9.49447e+06
108	7	8.27207e+06
108	8	135100
108	9	3193.51
108	10	1953.81
109	0	1.20904e-11
109	1	2.66418
109	2	2.00379e+09
109	3	1.80397e+09
109	4	7.45727e+07
109	5	2.03601e+08
109	6	1.21587e+07
109	7	1.09391e+07
109	8	157968
109	9	4200.04
109	10	2205.27
110	0	1.20904e-11
110	1	10.5464
110	2	2.89026e+09
110	3	1.44753e+09
110	4	1.20652e+08
110	5	2.56634e+08
110	6	1.54064e+07
110	7	1.41083e+07
110	8	183183
110	9	5843.57
110	10	2411.57
111	0	1.20904e-11
111	1	39.9586
111	2	3.95813e+09
111	3	1.1403e+09
111	4	1.90822e+08
111	5	3.40127e+08
111	6	1.92436e+07
111	7	1.77482e+07
111	8	209741
111	9	7850.99
111	10	2547.72
112	0	1.20904e-11
112	1	144.921
112	2	5.15062e+09
112	3	8.87495e+08
112	4	2.94197e+08
112	5	4.60102e+08
112	6	2.36547e+07
112	7	2.18273e+07
112	8	237609
112	9	11039
112	10	2643.81
113	0	1.20904e-11
113	1	503.102
113	2	6.37745e+09
113	3	6.88346e+08
113	4	4.41882e+08
113	5	6.23747e+08
113	6	2.86022e+07
113	7	2.62541e+07
113	8	265740
113	9	14932.7
113	10	2691.44
114	0	1.20904e-11
114	1	1671.55
114	2	7.52926e+09
114	3	5.39309e+08
114	4	6.46748e+08
114	5	8.40309e+08
114	6	3.40459e+07
114	7	3.09418e+07
114	8	295028
114	9	21092.8
114	10	2779.87
115	0	1.20904e-11
115	1	5313.9
115	2	8.49992e+09
115	3	4.367e+08
115	4	9.23206e+08
115	5	1.12069e+09
115	6	3.99508e+07
115	7	3.57666e+07
115	8	324292
115	9	28649.5
115	10	2899.47
116	0	1.20904e-11
116	1	6197.28
116	2	9.00727e+09
116	3	4.04312e+08
116	4	9.65457e+08
116	5	1.15965e+09
116	6	4.54202e+07
116	7	4.04786e+07
116	8	348852
116	9	33804
116	10	3016.21
117	0	1.20904e-11
117	1	19613.4
117	2	9.36382e+09
